control_type,replicate,regime,lag_epochs,lag_label,valid,n_rows,n_subjects,max_baseline_eps_test,max_augmented_eps_test,max_conditional_lift,max_fraction_positive_lift,max_bic_improvement,max_ll_improvement,n_positive_lift_rows,n_strong_candidate_rows,n_multichannel_pair_rows,n_multichannel_positive_lift_rows,n_multichannel_strong_candidate_rows,eps_saturation_value,n_eps_saturated_rows,eps_saturation_fraction,collapsed_by_lift,collapsed_by_bic,collapsed_by_subject_fraction,collapsed_by_strong_candidates,collapsed_overall,reason
stage_preserving_rng_shuffle,11,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.0,0.2,-125.09770578985854,-2.4654084439052895,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,0,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.1,-142.6887839740266,0.8332234518720725,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,1,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.1,-138.56263961066725,2.8962956335517447,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,2,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.2,-142.19149052970533,1.0818701740327015,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,3,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.2,-150.76995133806668,-3.2073602301479696,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,4,full,0,lag_0,True,27597,10,0.8,0.0,0.0,0.1,-146.4959896290311,-1.070379375630182,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,5,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.1,-143.4606467362828,0.4472920707439698,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,6,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.2,-150.6677294246565,-3.1562492734428815,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,7,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.1,-147.100885689586,-1.3728274059076284,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,8,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.2,-152.09154097312967,-3.8681550476794655,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,9,full,0,lag_0,True,27597,10,0.0,0.0,0.0,0.1,-143.33767835361687,0.5087762620769354,0,0,2,0,0,0.8,0,0.0,True,True,True,True,True,ok
subject_mismatch,10,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.2,-144.5809885441522,-0.11287883319073444,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,11,full,0,lag_0,True,27597,10,0.8,0.8,0.0,0.2,-132.57719803373766,5.889016422016539,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,0,no_wake,0,lag_0,True,8985,10,0.8,0.8,0.0,0.2,-129.44656690726924,-1.5152270376952401,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,1,no_wake,0,lag_0,True,8985,10,0.8,0.8,0.0,0.1,-132.99572695187726,-3.289807059999248,0,0,2,0,0,0.8,4,1.0,True,True,True,True,True,ok
subject_mismatch,2,no_wake,0,lag_0,True,8985,10,0.8,0.8,0.0,0.3,-137.8080353444957,-5.695961256308465,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,3,no_wake,0,lag_0,True,8985,10,0.8,0.8,0.0,0.2,-139.12350877744984,-6.35369797278554,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,4,no_wake,0,lag_0,True,8985,10,0.8,0.8,0.0,0.2,-135.15042581775606,-4.367156492938648,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,5,no_wake,0,lag_0,True,8985,10,0.8,0.8,0.0,0.1,-139.00638131192272,-6.29513424002198,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
subject_mismatch,6,no_wake,0,lag_0,True,8985,10,0.8,0.8,0.0,0.2,-137.4294640599228,-5.506675614022015,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
